from_city,to_city,start_lat,start_lng,end_lat,end_lng,mode,cost,time,distance
New York,San Francisco,40.6943,-73.9249,37.7558,-122.4449,road,172,23628,299.5
New York,San Francisco,40.6943,-73.9249,37.7558,-122.4449,rail,45,15396,771.74
New York,San Diego,40.6943,-73.9249,32.8313,-117.1222,flight,249,10261,661.14
New York,San Diego,40.6943,-73.9249,32.8313,-117.1222,road,68,16941,180.82
New York,San Diego,40.6943,-73.9249,32.8313,-117.1222,rail,60,12135,850.04
New York,Minneapolis,40.6943,-73.9249,44.9635,-93.2678,flight,210,32777,1575.8
New York,Minneapolis,40.6943,-73.9249,44.9635,-93.2678,road,104,38559,719.55
New York,Minneapolis,40.6943,-73.9249,44.9635,-93.2678,rail,61,27525,355.42
New York,Tampa,40.6943,-73.9249,27.9945,-82.4447,flight,118,17856,1421.08
New York,Tampa,40.6943,-73.9249,27.9945,-82.4447,road,114,18180,120.55
New York,Tampa,40.6943,-73.9249,27.9945,-82.4447,rail,66,23256,53.44
New York,Brooklyn,40.6943,-73.9249,40.6501,-73.9496,flight,131,8202,1208.57
New York,Brooklyn,40.6943,-73.9249,40.6501,-73.9496,road,195,31225,285.83
New York,Brooklyn,40.6943,-73.9249,40.6501,-73.9496,rail,57,24561,1094.86
New York,Denver,40.6943,-73.9249,39.762,-104.8758,flight,203,16622,645.6
New York,Denver,40.6943,-73.9249,39.762,-104.8758,road,181,26998,729.49
New York,Denver,40.6943,-73.9249,39.762,-104.8758,rail,69,21266,648.71
New York,Queens,40.6943,-73.9249,40.7498,-73.7976,flight,227,13432,1166.93
New York,Queens,40.6943,-73.9249,40.7498,-73.7976,road,177,24208,549.91
New York,Queens,40.6943,-73.9249,40.7498,-73.7976,rail,87,15372,693.45
New York,Riverside,40.6943,-73.9249,33.9381,-117.3949,flight,118,7822,1149.54
New York,Riverside,40.6943,-73.9249,33.9381,-117.3949,road,61,27155,929.57
New York,Riverside,40.6943,-73.9249,33.9381,-117.3949,rail,94,24144,498.96
New York,Las Vegas,40.6943,-73.9249,36.2333,-115.2654,flight,110,17826,364.74
New York,Las Vegas,40.6943,-73.9249,36.2333,-115.2654,road,151,43022,610.81
New York,Las Vegas,40.6943,-73.9249,36.2333,-115.2654,rail,98,13848,761.18
New York,Baltimore,40.6943,-73.9249,39.3051,-76.6144,flight,101,11894,1480.11
New York,Baltimore,40.6943,-73.9249,39.3051,-76.6144,road,109,35236,274.02
New York,Baltimore,40.6943,-73.9249,39.3051,-76.6144,rail,98,17552,999.79
New York,St. Louis,40.6943,-73.9249,38.6359,-90.2451,flight,278,15345,387.74
New York,St. Louis,40.6943,-73.9249,38.6359,-90.2451,road,128,28538,442.42
New York,St. Louis,40.6943,-73.9249,38.6359,-90.2451,rail,73,27482,1220.37
New York,Portland,40.6943,-73.9249,45.5371,-122.65,flight,270,7252,689.1
New York,Portland,40.6943,-73.9249,45.5371,-122.65,road,194,20803,810.89
New York,Portland,40.6943,-73.9249,45.5371,-122.65,rail,52,11259,183.93
New York,San Antonio,40.6943,-73.9249,29.4632,-98.5238,flight,181,14326,413.21
New York,San Antonio,40.6943,-73.9249,29.4632,-98.5238,road,83,41941,67.73
New York,San Antonio,40.6943,-73.9249,29.4632,-98.5238,rail,96,12256,349.83
New York,Sacramento,40.6943,-73.9249,38.5677,-121.4685,flight,288,16912,646.85
New York,Sacramento,40.6943,-73.9249,38.5677,-121.4685,road,153,32277,190.14
New York,Sacramento,40.6943,-73.9249,38.5677,-121.4685,rail,83,26646,449.25
New York,Austin,40.6943,-73.9249,30.3005,-97.7522,flight,197,10710,1483.83
New York,Austin,40.6943,-73.9249,30.3005,-97.7522,road,79,22157,392.71
New York,Austin,40.6943,-73.9249,30.3005,-97.7522,rail,33,14274,626.34
New York,Orlando,40.6943,-73.9249,28.4773,-81.337,flight,156,17362,679.78
New York,Orlando,40.6943,-73.9249,28.4773,-81.337,road,160,36428,196.97
New York,Orlando,40.6943,-73.9249,28.4773,-81.337,rail,34,14127,1215.4
New York,New Jersey,40.6943,-73.9249,40.2237,-74.7641,flight,211,7939,1231.56
New York,New Jersey,40.6943,-73.9249,40.2237,-74.7641,road,103,28518,408.24
New York,New Jersey,40.6943,-73.9249,40.2237,-74.7641,rail,36,15132,764.29
New York,San Jose,40.6943,-73.9249,37.3012,-121.848,flight,159,11374,457.33
New York,San Jose,40.6943,-73.9249,37.3012,-121.848,road,105,20526,49.09
New York,San Jose,40.6943,-73.9249,37.3012,-121.848,rail,61,27118,902.23
New York,Pittsburgh,40.6943,-73.9249,40.4397,-79.9763,flight,449,23257,1811.92
New York,Pittsburgh,40.6943,-73.9249,40.4397,-79.9763,road,128,18733,722.03
New York,Pittsburgh,40.6943,-73.9249,40.4397,-79.9763,rail,89,20622,579.12
New York,Indianapolis,40.6943,-73.9249,39.7771,-86.1458,flight,329,24145,1515.52
New York,Indianapolis,40.6943,-73.9249,39.7771,-86.1458,road,63,30120,104.39
New York,Indianapolis,40.6943,-73.9249,39.7771,-86.1458,rail,38,20673,146.64
New York,Manhattan,40.6943,-73.9249,40.7834,-73.9662,flight,270,15160,380.28
New York,Manhattan,40.6943,-73.9249,40.7834,-73.9662,road,85,24253,603.35
New York,Manhattan,40.6943,-73.9249,40.7834,-73.9662,rail,84,14626,1094.23
New York,Cincinnati,40.6943,-73.9249,39.1413,-84.506,flight,173,12473,1243.98
New York,Cincinnati,40.6943,-73.9249,39.1413,-84.506,road,190,27609,833.88
New York,Cincinnati,40.6943,-73.9249,39.1413,-84.506,rail,70,11420,1091.75
New York,Kansas City,40.6943,-73.9249,39.1238,-94.5541,flight,160,13348,1351.48
New York,Kansas City,40.6943,-73.9249,39.1238,-94.5541,road,59,38425,620.75
New York,Kansas City,40.6943,-73.9249,39.1238,-94.5541,rail,82,28620,1114.12
New York,Cleveland,40.6943,-73.9249,41.4764,-81.6805,flight,282,17478,542.46
New York,Cleveland,40.6943,-73.9249,41.4764,-81.6805,road,81,41458,119.3
New York,Cleveland,40.6943,-73.9249,41.4764,-81.6805,rail,60,14191,1229.07
New York,Columbus,40.6943,-73.9249,39.9862,-82.9855,flight,282,13629,431.85
New York,Columbus,40.6943,-73.9249,39.9862,-82.9855,road,54,28374,601.49
New York,Columbus,40.6943,-73.9249,39.9862,-82.9855,rail,56,25117,239.23
New York,Bronx,40.6943,-73.9249,40.8501,-73.8662,flight,240,17699,1142.7
New York,Bronx,40.6943,-73.9249,40.8501,-73.8662,road,187,37964,194.49
New York,Bronx,40.6943,-73.9249,40.8501,-73.8662,rail,65,27616,953.18
New York,Virginia Beach,40.6943,-73.9249,36.7335,-76.0435,flight,300,12457,1437.85
New York,Virginia Beach,40.6943,-73.9249,36.7335,-76.0435,road,174,17768,433.72
New York,Virginia Beach,40.6943,-73.9249,36.7335,-76.0435,rail,87,16208,200.08
New York,Charlotte,40.6943,-73.9249,35.2083,-80.8303,flight,102,8696,920.25
New York,Charlotte,40.6943,-73.9249,35.2083,-80.8303,road,120,24688,839.47
New York,Charlotte,40.6943,-73.9249,35.2083,-80.8303,rail,30,28712,658.65
New York,Milwaukee,40.6943,-73.9249,43.0642,-87.9675,flight,287,17799,1053.85
New York,Milwaukee,40.6943,-73.9249,43.0642,-87.9675,road,147,22011,607.08
New York,Milwaukee,40.6943,-73.9249,43.0642,-87.9675,rail,95,12672,1104.18
New York,Providence,40.6943,-73.9249,41.823,-71.4187,flight,221,9253,263.46
New York,Providence,40.6943,-73.9249,41.823,-71.4187,road,158,14913,325.6
New York,Providence,40.6943,-73.9249,41.823,-71.4187,rail,77,13025,1083.05
New York,Jacksonville,40.6943,-73.9249,30.3322,-81.6749,flight,154,16797,686.61
New York,Jacksonville,40.6943,-73.9249,30.3322,-81.6749,road,65,40839,874.89
New York,Jacksonville,40.6943,-73.9249,30.3322,-81.6749,rail,87,16222,627.58
New York,Nashville,40.6943,-73.9249,36.1715,-86.7842,flight,123,12802,1100.45
New York,Nashville,40.6943,-73.9249,36.1715,-86.7842,road,56,25954,306.96
New York,Nashville,40.6943,-73.9249,36.1715,-86.7842,rail,44,13960,224.31
New York,Salt Lake City,40.6943,-73.9249,40.7776,-111.9311,flight,254,17176,938.89
New York,Salt Lake City,40.6943,-73.9249,40.7776,-111.9311,road,63,41629,769.88
New York,Salt Lake City,40.6943,-73.9249,40.7776,-111.9311,rail,70,24840,671.7
New York,Raleigh,40.6943,-73.9249,35.8324,-78.6429,flight,210,12776,710.85
New York,Raleigh,40.6943,-73.9249,35.8324,-78.6429,road,163,35559,589.06
New York,Raleigh,40.6943,-73.9249,35.8324,-78.6429,rail,54,13775,874.89
New York,Richmond,40.6943,-73.9249,37.5295,-77.4756,flight,124,10968,1051.98
New York,Richmond,40.6943,-73.9249,37.5295,-77.4756,road,95,22188,861.84
New York,Richmond,40.6943,-73.9249,37.5295,-77.4756,rail,85,21439,546.81
New York,Memphis,40.6943,-73.9249,35.1087,-89.9663,flight,237,14192,418.8
New York,Memphis,40.6943,-73.9249,35.1087,-89.9663,road,60,24522,237.36
New York,Memphis,40.6943,-73.9249,35.1087,-89.9663,rail,31,23004,615.16
New York,Oklahoma City,40.6943,-73.9249,35.4676,-97.5136,flight,253,15910,303.23
New York,Oklahoma City,40.6943,-73.9249,35.4676,-97.5136,road,148,34123,649.33
New York,Oklahoma City,40.6943,-73.9249,35.4676,-97.5136,rail,38,13888,354.18
New York,Hartford,40.6943,-73.9249,41.7661,-72.6834,flight,245,14963,1380.06
New York,Hartford,40.6943,-73.9249,41.7661,-72.6834,road,182,36866,186.41
New York,Hartford,40.6943,-73.9249,41.7661,-72.6834,rail,40,24133,712.09
New York,Louisville,40.6943,-73.9249,38.1663,-85.6485,flight,223,14803,510.77
New York,Louisville,40.6943,-73.9249,38.1663,-85.6485,road,59,40495,374.07
New York,Louisville,40.6943,-73.9249,38.1663,-85.6485,rail,47,13902,640.01
New York,Buffalo,40.6943,-73.9249,42.9018,-78.8487,flight,179,17990,1074.97
New York,Buffalo,40.6943,-73.9249,42.9018,-78.8487,road,148,39447,38.53
New York,Buffalo,40.6943,-73.9249,42.9018,-78.8487,rail,32,25728,669.84
New York,New Orleans,40.6943,-73.9249,30.0687,-89.9288,flight,203,7834,642.5
New York,New Orleans,40.6943,-73.9249,30.0687,-89.9288,road,60,17383,654.93
New York,New Orleans,40.6943,-73.9249,30.0687,-89.9288,rail,36,25714,395.81
New York,Fort Worth,40.6943,-73.9249,32.7817,-97.3474,flight,229,17728,881.73
New York,Fort Worth,40.6943,-73.9249,32.7817,-97.3474,road,162,36368,574.15
New York,Fort Worth,40.6943,-73.9249,32.7817,-97.3474,rail,49,26992,680.4
New York,Bridgeport,40.6943,-73.9249,41.1918,-73.1954,flight,149,9921,1234.04
New York,Bridgeport,40.6943,-73.9249,41.1918,-73.1954,road,103,37574,362.88
New York,Bridgeport,40.6943,-73.9249,41.1918,-73.1954,rail,65,28574,996.06
New York,Tucson,40.6943,-73.9249,32.1541,-110.8787,flight,291,13819,728.87
New York,Tucson,40.6943,-73.9249,32.1541,-110.8787,road,99,40526,754.34
New York,Tucson,40.6943,-73.9249,32.1541,-110.8787,rail,84,22359,705.26
New York,El Paso,40.6943,-73.9249,31.8476,-106.43,flight,300,17167,844.44
New York,El Paso,40.6943,-73.9249,31.8476,-106.43,road,133,33604,570.42
New York,El Paso,40.6943,-73.9249,31.8476,-106.43,rail,83,25617,1171.91
New York,Omaha,40.6943,-73.9249,41.2627,-96.0529,flight,188,10904,1229.07
New York,Omaha,40.6943,-73.9249,41.2627,-96.0529,road,107,20496,731.35
New York,Omaha,40.6943,-73.9249,41.2627,-96.0529,rail,78,28026,568.55
New York,McAllen,40.6943,-73.9249,26.2252,-98.2467,flight,456,29800,1705.66
New York,McAllen,40.6943,-73.9249,26.2252,-98.2467,road,160,33267,188.28
New York,McAllen,40.6943,-73.9249,26.2252,-98.2467,rail,41,12698,71.46
New York,Birmingham,40.6943,-73.9249,33.5279,-86.7971,flight,290,13029,755.59
New York,Birmingham,40.6943,-73.9249,33.5279,-86.7971,road,197,31860,605.22
New York,Birmingham,40.6943,-73.9249,33.5279,-86.7971,rail,99,16065,162.8
New York,Albuquerque,40.6943,-73.9249,35.1054,-106.6465,flight,256,15721,1058.82
New York,Albuquerque,40.6943,-73.9249,35.1054,-106.6465,road,150,27567,198.22
New York,Albuquerque,40.6943,-73.9249,35.1054,-106.6465,rail,34,23023,947.59
New York,Tulsa,40.6943,-73.9249,36.1283,-95.9042,flight,173,14320,419.43
New York,Tulsa,40.6943,-73.9249,36.1283,-95.9042,road,89,19284,652.44
New York,Tulsa,40.6943,-73.9249,36.1283,-95.9042,rail,51,19725,262.84
New York,Fresno,40.6943,-73.9249,36.783,-119.7939,flight,157,29954,1593.82
New York,Fresno,40.6943,-73.9249,36.783,-119.7939,road,131,21459,175.23
New York,Fresno,40.6943,-73.9249,36.783,-119.7939,rail,78,12675,926.46
New York,Charleston,40.6943,-73.9249,32.8168,-79.9687,flight,173,11939,1394.98
New York,Charleston,40.6943,-73.9249,32.8168,-79.9687,road,157,16745,842.58
New York,Charleston,40.6943,-73.9249,32.8168,-79.9687,rail,65,17434,99.42
New York,Rochester,40.6943,-73.9249,43.168,-77.6162,flight,122,15684,1451.52
New York,Rochester,40.6943,-73.9249,43.168,-77.6162,road,198,19825,534.38
New York,Rochester,40.6943,-73.9249,43.168,-77.6162,rail,87,14574,96.31
New York,Dayton,40.6943,-73.9249,39.7805,-84.2003,flight,478,22542,1569.58
New York,Dayton,40.6943,-73.9249,39.7805,-84.2003,road,196,42633,609.56
New York,Dayton,40.6943,-73.9249,39.7805,-84.2003,rail,99,25667,1240.88
New York,Cape Coral,40.6943,-73.9249,26.6443,-81.9957,flight,451,28699,1639.18
New York,Cape Coral,40.6943,-73.9249,26.6443,-81.9957,road,152,24255,695.94
New York,Cape Coral,40.6943,-73.9249,26.6443,-81.9957,rail,69,20325,1018.43
New York,Mission Viejo,40.6943,-73.9249,33.6096,-117.6551,flight,205,12069,1477.62
New York,Mission Viejo,40.6943,-73.9249,33.6096,-117.6551,road,79,35458,513.87
New York,Mission Viejo,40.6943,-73.9249,33.6096,-117.6551,rail,38,23220,643.74
New York,Colorado Springs,40.6943,-73.9249,38.8674,-104.7605,flight,152,15516,914.66
New York,Colorado Springs,40.6943,-73.9249,38.8674,-104.7605,road,98,31459,741.92
New York,Colorado Springs,40.6943,-73.9249,38.8674,-104.7605,rail,92,24254,96.31
New York,Baton Rouge,40.6943,-73.9249,30.442,-91.1311,flight,284,7664,1356.45
New York,Baton Rouge,40.6943,-73.9249,30.442,-91.1311,road,172,17814,923.98
New York,Baton Rouge,40.6943,-73.9249,30.442,-91.1311,rail,57,27739,110.6
New York,Allentown,40.6943,-73.9249,40.5961,-75.4756,flight,190,35140,1751.02
New York,Allentown,40.6943,-73.9249,40.5961,-75.4756,road,129,17387,267.81
New York,Allentown,40.6943,-73.9249,40.5961,-75.4756,rail,44,13832,939.51
New York,Ogden,40.6943,-73.9249,41.2279,-111.9682,flight,221,9527,303.23
New York,Ogden,40.6943,-73.9249,41.2279,-111.9682,road,112,28612,587.82
New York,Ogden,40.6943,-73.9249,41.2279,-111.9682,rail,58,21268,279
New York,Provo,40.6943,-73.9249,40.2457,-111.6457,flight,187,13547,423.15
New York,Provo,40.6943,-73.9249,40.2457,-111.6457,road,135,30913,47.85
New York,Provo,40.6943,-73.9249,40.2457,-111.6457,rail,91,19378,161.56
New York,Knoxville,40.6943,-73.9249,35.9692,-83.9496,flight,240,12781,1426.05
New York,Knoxville,40.6943,-73.9249,35.9692,-83.9496,road,75,42956,318.76
New York,Knoxville,40.6943,-73.9249,35.9692,-83.9496,rail,35,22450,418.8
New York,Grand Rapids,40.6943,-73.9249,42.9619,-85.6562,flight,238,16865,870.54
New York,Grand Rapids,40.6943,-73.9249,42.9619,-85.6562,road,117,33182,546.81
New York,Grand Rapids,40.6943,-73.9249,42.9619,-85.6562,rail,74,22370,782.93
New York,Columbia,40.6943,-73.9249,34.0378,-80.9036,flight,172,16818,1401.19
New York,Columbia,40.6943,-73.9249,34.0378,-80.9036,road,76,35988,513.87
New York,Columbia,40.6943,-73.9249,34.0378,-80.9036,rail,73,23960,991.09
New York,Albany,40.6943,-73.9249,42.6664,-73.7987,flight,223,9577,902.23
New York,Albany,40.6943,-73.9249,42.6664,-73.7987,road,186,18560,300.12
New York,Albany,40.6943,-73.9249,42.6664,-73.7987,rail,85,26769,446.14
New York,Bakersfield,40.6943,-73.9249,35.3529,-119.0359,flight,231,15590,1046.39
New York,Bakersfield,40.6943,-73.9249,35.3529,-119.0359,road,93,18096,122.41
New York,Bakersfield,40.6943,-73.9249,35.3529,-119.0359,rail,72,23837,330.57
New York,New Haven,40.6943,-73.9249,41.3113,-72.9246,flight,275,11749,669.22
New York,New Haven,40.6943,-73.9249,41.3113,-72.9246,road,132,23315,313.79
New York,New Haven,40.6943,-73.9249,41.3113,-72.9246,rail,41,26538,956.91
New York,Des Moines,40.6943,-73.9249,41.5725,-93.6105,flight,399,29919,1852.31
New York,Des Moines,40.6943,-73.9249,41.5725,-93.6105,road,193,33858,187.65
New York,Des Moines,40.6943,-73.9249,41.5725,-93.6105,rail,41,14806,588.44
New York,Akron,40.6943,-73.9249,41.0798,-81.5219,flight,227,10253,1300.53
New York,Akron,40.6943,-73.9249,41.0798,-81.5219,road,89,32366,631.93
New York,Akron,40.6943,-73.9249,41.0798,-81.5219,rail,76,12559,943.86
New York,Palm Bay,40.6943,-73.9249,27.9631,-80.6593,flight,236,10060,215.62
New York,Palm Bay,40.6943,-73.9249,27.9631,-80.6593,road,106,26936,323.11
New York,Palm Bay,40.6943,-73.9249,27.9631,-80.6593,rail,98,25328,142.92
New York,Concord,40.6943,-73.9249,37.9722,-122.0016,flight,221,15421,957.53
New York,Concord,40.6943,-73.9249,37.9722,-122.0016,road,87,17134,357.29
New York,Concord,40.6943,-73.9249,37.9722,-122.0016,rail,79,25815,270.3
New York,Wichita,40.6943,-73.9249,37.6895,-97.3443,flight,148,16367,257.25
New York,Wichita,40.6943,-73.9249,37.6895,-97.3443,road,110,29874,72.7
New York,Wichita,40.6943,-73.9249,37.6895,-97.3443,rail,75,12503,733.22
New York,Mesa,40.6943,-73.9249,33.4015,-111.7178,flight,201,17160,1202.35
New York,Mesa,40.6943,-73.9249,33.4015,-111.7178,road,149,38019,70.21
New York,Mesa,40.6943,-73.9249,33.4015,-111.7178,rail,35,17605,56.54
New York,Harrisburg,40.6943,-73.9249,40.2752,-76.8843,flight,138,15432,708.36
New York,Harrisburg,40.6943,-73.9249,40.2752,-76.8843,road,100,30503,205.67
New York,Harrisburg,40.6943,-73.9249,40.2752,-76.8843,rail,53,11419,728.25
New York,Staten Island,40.6943,-73.9249,40.5834,-74.1496,flight,295,16351,245.44
New York,Staten Island,40.6943,-73.9249,40.5834,-74.1496,road,186,31435,682.27
New York,Staten Island,40.6943,-73.9249,40.5834,-74.1496,rail,36,23285,1092.37
New York,Toledo,40.6943,-73.9249,41.6638,-83.5827,flight,263,16583,1042.04
New York,Toledo,40.6943,-73.9249,41.6638,-83.5827,road,82,20240,497.72
New York,Toledo,40.6943,-73.9249,41.6638,-83.5827,rail,74,14068,618.89
New York,Worcester,40.6943,-73.9249,42.2705,-71.8079,flight,199,25498,1662.79
New York,Worcester,40.6943,-73.9249,42.2705,-71.8079,road,129,35460,853.76
New York,Worcester,40.6943,-73.9249,42.2705,-71.8079,rail,92,20866,1134.62
New York,Long Beach,40.6943,-73.9249,33.7977,-118.167,flight,224,16954,1344.65
New York,Long Beach,40.6943,-73.9249,33.7977,-118.167,road,174,22605,254.14
New York,Long Beach,40.6943,-73.9249,33.7977,-118.167,rail,71,23660,485.91
New York,Port St. Lucie,40.6943,-73.9249,27.2796,-80.3884,flight,182,30661,1536.65
New York,Port St. Lucie,40.6943,-73.9249,27.2796,-80.3884,road,183,20635,356.67
New York,Port St. Lucie,40.6943,-73.9249,27.2796,-80.3884,rail,79,20965,308.82
New York,Little Rock,40.6943,-73.9249,34.7256,-92.3577,flight,294,16865,1232.18
New York,Little Rock,40.6943,-73.9249,34.7256,-92.3577,road,72,22700,662.38
New York,Little Rock,40.6943,-73.9249,34.7256,-92.3577,rail,84,23442,145.4
New York,Reno,40.6943,-73.9249,39.5497,-119.8483,flight,262,32833,1798.25
New York,Reno,40.6943,-73.9249,39.5497,-119.8483,road,87,36931,737.57
New York,Reno,40.6943,-73.9249,39.5497,-119.8483,rail,35,15040,470.38
New York,Spokane,40.6943,-73.9249,47.6671,-117.433,flight,442,21502,1637.93
New York,Spokane,40.6943,-73.9249,47.6671,-117.433,road,150,27085,800.33
New York,Spokane,40.6943,-73.9249,47.6671,-117.433,rail,37,20160,893.53
New York,Madison,40.6943,-73.9249,43.0822,-89.393,flight,271,8732,431.85
New York,Madison,40.6943,-73.9249,43.0822,-89.393,road,116,19971,218.72
New York,Madison,40.6943,-73.9249,43.0822,-89.393,rail,32,14291,152.86
New York,Boise,40.6943,-73.9249,43.6005,-116.2308,flight,233,7351,564.2
New York,Boise,40.6943,-73.9249,43.6005,-116.2308,road,120,36556,116.2
New York,Boise,40.6943,-73.9249,43.6005,-116.2308,rail,99,21596,695.31
New York,Bonita Springs,40.6943,-73.9249,26.3558,-81.7859,flight,245,33270,1627.37
New York,Bonita Springs,40.6943,-73.9249,26.3558,-81.7859,road,50,34097,630.07
New York,Bonita Springs,40.6943,-73.9249,26.3558,-81.7859,rail,64,26733,196.35
New York,Denton,40.6943,-73.9249,33.2175,-97.1418,flight,148,14497,1495.02
New York,Denton,40.6943,-73.9249,33.2175,-97.1418,road,184,21105,191.38
New York,Denton,40.6943,-73.9249,33.2175,-97.1418,rail,77,12220,303.23
New York,Oakland,40.6943,-73.9249,37.7904,-122.2166,flight,265,7398,976.8
New York,Oakland,40.6943,-73.9249,37.7904,-122.2166,road,54,36708,72.7
New York,Oakland,40.6943,-73.9249,37.7904,-122.2166,rail,85,19145,489.64
Los Angeles,Chicago,34.1141,-118.4068,41.8375,-87.6866,flight,255,13926,1089.88
Los Angeles,Chicago,34.1141,-118.4068,41.8375,-87.6866,road,95,24759,239.23
Los Angeles,Chicago,34.1141,-118.4068,41.8375,-87.6866,rail,68,25250,1083.05
Los Angeles,Miami,34.1141,-118.4068,25.784,-80.2101,flight,150,11760,1369.5
Los Angeles,Miami,34.1141,-118.4068,25.784,-80.2101,road,186,24764,312.55
Los Angeles,Miami,34.1141,-118.4068,25.784,-80.2101,rail,97,18954,109.98
Los Angeles,Houston,34.1141,-118.4068,29.786,-95.3885,flight,289,16402,1401.19
Los Angeles,Houston,34.1141,-118.4068,29.786,-95.3885,road,58,28291,115.58
Los Angeles,Houston,34.1141,-118.4068,29.786,-95.3885,rail,32,23894,98.18
Los Angeles,Dallas,34.1141,-118.4068,32.7935,-96.7667,flight,287,15930,1291.21
Los Angeles,Dallas,34.1141,-118.4068,32.7935,-96.7667,road,56,27311,426.26
Los Angeles,Dallas,34.1141,-118.4068,32.7935,-96.7667,rail,43,15679,728.87
Los Angeles,Philadelphia,34.1141,-118.4068,40.0077,-75.1339,flight,437,31904,1704.42
Los Angeles,Philadelphia,34.1141,-118.4068,40.0077,-75.1339,road,150,36149,347.97
Los Angeles,Philadelphia,34.1141,-118.4068,40.0077,-75.1339,rail,93,15985,833.88
Los Angeles,Atlanta,34.1141,-118.4068,33.7628,-84.422,flight,279,10780,1294.94
Los Angeles,Atlanta,34.1141,-118.4068,33.7628,-84.422,road,134,33515,69.59
Los Angeles,Atlanta,34.1141,-118.4068,33.7628,-84.422,rail,73,20274,507.66
Los Angeles,Washington,34.1141,-118.4068,38.9047,-77.0163,flight,294,14336,1247.09
Los Angeles,Washington,34.1141,-118.4068,38.9047,-77.0163,road,90,33850,708.36
Los Angeles,Washington,34.1141,-118.4068,38.9047,-77.0163,rail,65,21398,630.07
Los Angeles,Boston,34.1141,-118.4068,42.3188,-71.0852,flight,355,31184,1679.57
Los Angeles,Boston,34.1141,-118.4068,42.3188,-71.0852,road,68,42831,614.54
Los Angeles,Boston,34.1141,-118.4068,42.3188,-71.0852,rail,51,26829,1211.05
Los Angeles,Phoenix,34.1141,-118.4068,33.5722,-112.0892,flight,443,30658,1836.15
Los Angeles,Phoenix,34.1141,-118.4068,33.5722,-112.0892,road,192,18327,608.32
Los Angeles,Phoenix,34.1141,-118.4068,33.5722,-112.0892,rail,30,19668,902.23
Los Angeles,Detroit,34.1141,-118.4068,42.3834,-83.1024,flight,144,7307,1250.82
